"CRUISEID","YR","SOURCE","VESSEL","CRUISE_NO","STARTCRU","ENDCRU","TITLE","NOTE","INGEST_SOURCE","INGEST_PROGRAM_VER"
"961","2012","US","55","1201","29/1/2012","17/3/2012","Reef Fish Survey","0","sdes53 - February 2010","SDES IMPORT v2.0 "
"962","2012","US","04","0298","29/1/2012","27/2/2012","Winter SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"963","2013","US","04","0303","23/4/2013","29/5/2013","Spring SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"964","2013","US","04","0302","1/2/2013","28/2/2013","Winter SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"965","2012","US","63","1203","25/8/2012","28/9/2012","Fall SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"966","2012","US","63","1201","29/3/2012","28/5/2012","Spring SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"967","2013","US","76","1305","21/8/2013","28/9/2013","Fall SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"968","2013","US","55","1301","2/2/2013","30/3/2013","SEAMAP Reef Fish","0","sdes53 - February 2010","SDES IMPORT v2.0 "
"969","2012","US","72","1201","30/6/2012","25/8/2012","SEAMAP Reef Fish","0","sdes53 - February 2010","SDES IMPORT v2.0 "
"971","2012","US","76","1201","6/4/2012","7/5/2012","SEAMAP Reef Fish","0","sdes53 - February 2010","SDES IMPORT v2.0 "
"972","2013","US","76","1302","7/4/2013","4/6/2013","SEAMAP Reef Fish","0","sdes53 - February 2010","SDES IMPORT v2.0 "
"973","2013","AL","77","132","6/9/2013","6/9/2013","Fall SEAMAP Plankton Survey","4",,
"974","2013","US","04","0306","28/10/2013","6/12/2013","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"975","2014","MS","17","1401","2/5/2014","6/5/2014","Spring SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"976","2014","MS","17","1403","11/7/2014","13/7/2014","Summer SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"977","2014","MS","17","1404","3/9/2014","4/9/2014","Fall SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"978","2014","MS","17","1405","1/10/2014","3/10/2014","Fall SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"979","2014","AL","77","1403","23/10/2014","23/10/2014","Fall SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"980","2014","LA","93","1402","3/9/2014","5/9/2014","Fall SEAMAP Plankton Survey",,"LA-DMS V1.0(Cruise_1402)","GSMFC-LA import 1.2"
"981","2014","LA","35","1403","6/10/2014","10/10/2014","Fall SEAMAP Groundfish Survey",,"LA-DMS V1.0(Cruise_1403)","GSMFC-LA import 1.1"
"982","2011","US","63","1103","26/8/2011","28/9/2011","Fall SEAMAP Plankton Survey","0","sdes53-Feburary 2010","SDES IMPORT v3.2 "
"983","2014","FL","17","1406","8/10/2014","30/10/2014","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"989","2014","TX","32","1403","9/11/2014","26/11/2014","Fall SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.1"
"990","2014","TX","65","1403","9/11/2014","18/11/2014","Fall SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.1"
"991","2014","TX","67","1403","10/11/2014","19/11/2014","Fall SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.1"
"992","2014","TX","87","1403","15/11/2014","26/11/2014","Fall SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.1"
"993","2014","TX","90","1403","8/11/2014","19/11/2014","Fall SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.1"
"1006","2014","TX","32","1402","2/6/2014","23/6/2014","Summer SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.2"
"1007","2014","TX","65","1402","3/6/2014","24/6/2014","Summer SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.2"
"1008","2014","TX","67","1402","24/6/2014","24/6/2014","Summer SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.2"
"1009","2014","TX","69","1402","11/6/2014","23/6/2014","Summer SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.2"
"1010","2014","TX","90","1402","4/6/2014","21/6/2014","Summer SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.2"
"1011","2014","TX","92","1402","11/6/2014","11/6/2014","Summer SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.2"
"1012","2013","TX","31","1302","3/6/2013","22/6/2013","Summer SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.2"
"1013","2013","TX","40","1302","3/6/2013","27/6/2013","Summer SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.2"
"1014","2013","TX","67","1302","4/6/2013","26/6/2013","Summer SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.2"
"1015","2013","TX","69","1302","5/6/2013","20/6/2013","Summer SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.2"
"1016","2013","TX","87","1302","3/6/2013","17/6/2013","Summer SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.2"
"1017","2015","AL","77","1501","29/6/2015","29/6/2015","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.2 "
"1018","2014","US","04","0308","10/6/2014","17/7/2014","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1019","2015","LA","95","1501","20/5/2015","22/5/2015","Spring SEAMAP Plankton Survey",,"LA-DMS V1.0(Cruise_1501)","GSMFC-LA import 1.1"
"1020","2014","US","04","0310","9/10/2014","18/11/2014","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1021","2014","AL","77","1402","8/9/2014","8/9/2014","Fall SEAMAP Plankton Survey","4","AL Plankton tables v2.0",
"1022","2015","MS","17","1502","30/5/2015","2/6/2015","Summer SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"1023","2015","AL","77","1503","4/11/2015","4/11/2015","Fall SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"1024","2015","MS","17","1506","5/11/2015","6/11/2015","Fall SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"1025","2015","MS","17","1504","8/9/2015","11/9/2015","Fall SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"1026","2015","FL","17","1503","8/6/2015","30/6/2015","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1027","2015","LA","95","1502","18/6/2015","22/6/2015","Summer SEAMAP Groundfish Survey",,"LA-DMS V1.0(Cruise_1502)","GSMFC-LA import 1.1"
"1028","2015","LA","35","1503","19/10/2015","10/11/2015","Fall SEAMAP Groundfish Survey",,"LA-DMS V1.0(Cruise_1503)","GSMFC-LA import 1.1"
"1029","2015","MS","17","1501","2/5/2015","4/5/2015","Spring SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"1030","2012","TX","40","122","15/6/2012","3/7/2012","Summer SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.3"
"1031","2006","US","55","0601","17/2/2006","28/3/2006","Reef Fish Survey","0",,"SDES IMPORT v2.1 "
"1032","2015","US","04","0313","9/6/2015","16/7/2015","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1033","2015","US","04","0315","10/10/2015","20/11/2015","Fall SEAMAP groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1034","2015","FL","17","1505","8/10/2015","30/10/2015","Fall SEAMAP groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.2 "
"1035","2011","US","63","1101","31/3/2011","27/5/2011","Spring SEAMAP Plankton Survey","0","sdes53-Feburary 2010","SDES IMPORT v3.2 "
"1036","2016","FL","17","1602","9/6/2016","1/7/2016","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.2 "
"1037","2016","AL","77","1601","24/6/2016","24/6/2016","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.2 "
"1038","2008","FL","17","0803","1/8/2008","10/8/2008","Summer SEAMAP Groundfish Survey","1","sdes28-08/2007","SDES IMPORT v3.2 "
"1039","2009","FL","17","0907","9/10/2009","28/10/2009","Fall SEAMAP Groundfish Survey","1","sdes50-January 2009","SDES IMPORT v3.2 "
"1040","2008","FL","17","0806","15/10/2008","22/10/2008","Fall SEAMAP Groundfish Survey","1","sdes28-08/2007","SDES IMPORT v3.2 "
"1041","2010","FL","17","1002","25/6/2010","16/7/2010","Summer SEAMAP Groundfish Survey","1","sdes53-Feburary 2010","SDES IMPORT v3.2 "
"1042","2009","FL","75","0901","14/7/2009","16/7/2009","Summer SEAMAP Groundfish Survey","1","sdes50-January 2009","SDES IMPORT v3.2 "
"1043","2010","FL","75","1002","7/7/2010","10/7/2010","Summer SEAMAP Groundfish Survey","1","sdes53-Feburary 2010","SDES IMPORT v3.2 "
"1044","2011","AL","77","1102","15/6/2011","15/6/2011","Summer SEAMAP Groundfish Survey","0","sdes53-Feburary 2010","SDES IMPORT v3.2 "
"1045","2010","MS","17","1005","17/9/2010","20/9/2010","Fall SEAMAP Plankton Survey","0","sdes53-Feburary 2010","SDES IMPORT v3.2 "
"1046","2016","MS","17","1601","30/5/2016","1/6/2016","Summer SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"1047","2016","MS","17","1605","3/10/2016","4/10/2016","Fall SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"1048","2016","MS","17","1603","12/9/2016","13/9/2016","Fall SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"1049","2014","US","04","0307","4/5/2014","30/5/2014","Spring SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"1050","2015","US","04","0312","2/5/2015","30/5/2015","Spring SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"1051","2014","US","63","1405","25/8/2014","28/9/2014","Fall SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"1052","2015","US","63","1501","4/3/2015","1/4/2015","Winter SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"1053","2015","US","76","1504","27/8/2015","10/9/2015","Fall SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"1054","2015","US","76","1501","16/5/2015","7/6/2015","SEAMAP Reef Fish Survey","0","sdes55-June 2010","SDES IMPORT v3.2 "
"1055","2014","US","55","1405","8/7/2014","5/8/2014","SEAMAP Reef Fish Survey","0","sdes55-June 2010","SDES IMPORT v3.2 "
"1056","2016","LA","97","1602","15/9/2016","20/9/2016","Fall SEAMAP Plankton Survey",,"LA-DMS V1.0(Cruise_1602)","GSMFC-LA import 1.1"
"1057","2016","LA","95","1601","7/6/2016","10/6/2016","Summer SEAMAP Groundfish Survey",,"LA-DMS V1.0(Cruise_1601)","GSMFC-LA import 1.2"
"1058","2016","LA","35","1603","25/10/2016","26/10/2016","Fall SEAMAP Groundfish Survey",,"LA-DMS V1.0(Cruise_1603)","GSMFC-LA import 1.2"
"1059","2016","US","04","0318","9/6/2016","19/7/2016","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1060","2016","US","04","0320","9/10/2016","19/11/2016","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1061","2017","MS","17","1701","30/5/2017","1/6/2017","Summer SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"1062","2015","AL","77","1502","10/9/2015","10/9/2015","Fall SEAMAP Plankton Survey","4",,"AL Plankton Import 1.0"
"1063","2016","AL","77","1602","8/9/2016","8/9/2016","Fall SEAMAP Plankton Survey","4",,"AL Plankton Import 1.0"
"1064","2016","US","94","1602","5/9/2016","8/9/2016","SEAMAP Reef Fish Survey","0","sdes55-June 2010","SDES IMPORT v3.2 "
"1065","2016","US","94","1601","14/6/2016","21/8/2016","SEAMAP Reef Fish Survey","0","sdes55-June 2010","SDES IMPORT v3.2 "
"1066","2016","US","76","1601","1/4/2016","31/5/2016","SEAMAP Reef Fish Survey","0","sdes55-June 2010","SDES IMPORT v3.2 "
"1067","2016","MS","17","1604","29/9/2016","29/9/2016","Fall SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"1068","2017","AL","77","1701","26/6/2017","30/6/2017","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1069","2017","FL","17","1702","7/6/2017","24/6/2017","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1070","2017","LA","95","1701","25/6/2017","27/6/2017","Summer SEAMAP Groundfish Survey",,"LA-DMS V1.0(Cruise_1701)","GSMFC-LA import 1.2"
"1072","2017","LA","95","1703","15/11/2017","16/11/2017","Fall SEAMAP Groundfish Survey",,"LA-DMS V1.0(Cruise_1703)","GSMFC-LA import 1.2"
"1073","2017","LA","97","1702","16/9/2017","17/9/2017","Fall SEAMAP Plankton Survey",,"LA-DMS V1.0(1702)","GSMFC-LA import 1.2"
"1074","2017","FL","17","1703","14/10/2017","22/10/2017","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1075","2017","MS","17","1704","6/11/2017","8/11/2017","Fall SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"1076","2017","AL","77","1702","26/10/2017","26/10/2017","Fall SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"1077","2017","US","04","0325","12/10/2017","20/11/2017","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1078","2017","US","04","0323","9/6/2017","19/7/2017","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1079","2018","FL","17","1802","13/6/2018","29/6/2018","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1080","2018","AL","77","1801","28/6/2018","28/6/2018","Summer SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.21 "
"1081","2018","US","04","0328","10/6/2018","19/7/2018","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1082","2018","MS","17","1804","4/10/2018","6/10/2018","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1083","2018","FL","17","1805","15/10/2018","22/10/2018","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1084","2018","LA","35","1801","19/6/2018","21/6/2018","Summer SEAMAP Groundfish Survey",,"LA-DMS V1.0(Cruise_1801)","GSMFC-LA import 1.2"
"1085","2018","LA","97","1802","10/9/2018","27/9/2018","Fall SEAMAP Plankton Survey",,"LA-DMS V1.0(Cruise_1802)","GSMFC-LA import 1.2"
"1086","2018","AL","77","1803","17/10/2018","17/10/2018","Fall SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.21 "
"1088","2018","MS","17","1803","18/9/2018","19/9/2018","Fall SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.21 "
"1089","2018","MS","17","1801","5/6/2018","6/6/2018","Summer SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.21 "
"1090","2018","US","04","0330","13/10/2018","20/11/2018","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1091","2019","FL","17","1902","7/6/2019","23/6/2019","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1092","2019","MS","17","1901","1/6/2019","4/6/2019","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1095","2019","LA","35","1902","9/10/2019","10/10/2019","Fall SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.21 "
"1096","2019","LA","35","1901","30/6/2019","3/7/2019","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1097","2019","FL","17","1904","16/10/2019","29/10/2019","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1098","2019","US","04","0332","9/6/2019","18/7/2019","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1099","2019","US","04","0334","11/10/2019","21/11/2019","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1100","2019","MS","17","1903","3/10/2019","6/10/2019","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1101","2020","FL","17","2002","14/10/2020","23/10/2020","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1102","2006","US","04","0273","15/10/2006","20/11/2006","Fall SEAMAP Groundfish Survey","1","sdes43-12/2007","SDES IMPORT v3.21 "
"1103","2007","US","04","0276","7/6/2007","3/8/2007","Summer SEAMAP Groundfish Survey","1","sdes24-09/28/2006","SDES IMPORT v3.21 "
"1104","2007","US","04","0278","15/10/2007","11/11/2007","Fall SEAMAP Groundfish Survey","1","sdes28-08/2007","SDES IMPORT v3.21 "
"1105","2006","US","63","0605","13/10/2006","19/11/2006","Fall SEAMAP Groundfish Survey","1","sdes50 - January 2009","SDES IMPORT v3.21 "
"1106","2006","US","04","0271","14/6/2006","16/7/2006","Summer SEAMAP Groundfish Survey","1",,"SDES IMPORT v3.21 "
"1107","2020","LA","35","2001","6/12/2020","11/12/2020","Fall SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.21 "
"1108","2020","MS","17","2001","1/10/2020","5/10/2020","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1109","2020","US","04","0338","17/10/2020","23/11/2020","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1113","2018","AL","77","1802","6/9/2018","6/9/2018","Fall SEAMAP Plankton Survey","4","AL Plankton tables v2.1",
"1114","2021","FL","17","2104","22/10/2021","28/10/2021","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1115","2021","FL","17","2102","16/6/2021","26/6/2021","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1116","2021","MS","17","2103","4/10/2021","7/10/2021","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1117","2021","LA","35","2102","26/10/2021","26/10/2021","Fall SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.21 "
"1118","2021","LA","35","2101","2/6/2021","4/6/2021","Summer SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.21 "
"1119","2021","MS","17","2101","21/5/2021","4/6/2021","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1120","2021","US","04","0342","11/10/2021","22/11/2021","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1121","2021","US","04","0340","4/7/2021","20/7/2021","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1122","2022","FL","17","2205","3/10/2022","28/10/2022","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1123","2022","MS","17","2201","4/6/2022","7/6/2022","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1124","2022","FL","17","2202","15/6/2022","24/6/2022","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1125","2022","US","17","2204","21/7/2022","22/8/2022","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1127","2022","LA","35","2203","2/11/2022","3/11/2022","Fall SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.21 "
"1128","2023","FL","17","2301","7/6/2023","16/6/2023","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1129","2022","US","04","0346","25/10/2022","14/11/2022","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1130","2022","LA","35","2201","7/6/2022","9/6/2022","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1131","2023","LA","35","2301","12/6/2023","14/6/2023","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1132","2023","LA","35","2302","11/11/2023","12/11/2023","Fall SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.21 "
"1133","2023","MS","17","2302","18/6/2023","22/6/2023","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1134","2023","FL","17","2305","17/10/2023","24/10/2023","Fall SEAMAP Goundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1135","2023","MS","17","2304","3/10/2023","11/10/2023","Fall SEAMAP Goundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1136","2023","US","04","0348","14/6/2023","15/7/2023","Summer SEAMAP Goundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1137","2023","US","17","2303","28/7/2023","10/8/2023","Summer SEAMAP Goundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"1138","2023","US","04","0350","13/10/2023","19/11/2023","Fall SEAMAP Goundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
